cerca de	near	(cl:prep;)/		by	(cl:adv;)/		near	(cl:prep;)/(cl:adv;)
cerdo	pig	(cl:subst;masc;)/
cereal	cereal	(cl:subst;)/
cerebro	brain	(cl:subst;masc;)/
cero	zero	(cl:num)/(cl:num)
cerrado	closed	(cl:adj;)/
cerrar	close	(cl:vb;)/		close	(cl:vb;)/
certificado	certificate	(cl:subst;masc;)/
cerveza	beer	(cl:subst;fem;)/
chaqueta	jacket	(cl:subst;fem;)/
cheque	cheque	(cl:subst;masc;)/
chocolate	chocolate	(cl:subst;)/
ciego	blind	(cl:adj;cl:subst;)/
cielo	sky	(cl:subst;masc;)/
cien	hundred	(cl:num)/(cl:num)
ciencia	science	(cl:subst;fem;)/
científico	scientific	(cl:adj;)/		scientist	(cl:subst;)/		scientist	(cl:subst;)/
cigarrillo	cigarette	(cl:subst;masc;)/
cinco	five	(cl:num;plu;)/(plu;)
cincuenta	fifty	(cl:num)/(cl:num)
cinema	cinema	(cl:subst;masc;)/
circunferencia	circumference	(cl:subst;fem;)/
circunstancias	circumstances	(cl:subst;plu)/(plu)
cirugía	surgery	(cl:subst;fem;)/
cisne	swan	(cl:subst;)/
citar	quote	(cl:vb;)/
ciudad	city	(cl:subst;fem;)/		town	(cl:subst;fem;)/
ciudadano	citizen	(cl:subst;)/
ciudadanía	citizenship	(cl:subst;fem;)/
civil	civilian	(cl:adj/subst;)/
claramente	clearly	(cl:adv;)/
claro	clear	(cl:adj;)/		plain	(cl:adj;)/
clase	class	(cl:subst;)/		sort	(cl:subst;)/
classificar	sort	(cl:vb;)/
clavo	nail	(cl:subst;masc;)/
cliente	client	(cl:subst;)/
clima	climate	(cl:subst;)/
club	club	(cl:subst;)/
cláusula	clause	(cl:subst;fem;)/
clínica	clinic	(cl:subst;fem;)/
clínico	clinical	(cl:adj;)/
cobra	snake	(cl:subst;fem;)/
cobre	copper	(cl:subst;masc;)/
coche	car	(cl:subst;masc;)/		wagon	(cl:subst;masc;)/
cocina	kitchen	(cl:subst;)/
cocinar	cook	(cl:vb;)/
cocinero	chef	(cl:subst;)/
codificar	code	(cl:vb;)/
codo	elbow	(cl:subst;masc;)/
coger	catch	(cl:vb;)/
cola	tail	(cl:subst;fem;)/
colaboración	collaboration	(cl:subst;)/
colección	collection	(cl:subst;fem;)/
colega	colleague	(cl:subst;)/
colegio	college	(cl:subst;masc;)/
colgar	hang	(cl:vb;)/
colocar	put	(cl:vb;)/		place	(cl:vb;)/		place	(cl:vb;)/
colonia	colony	(cl:subst;fem;)/
color	color	(cl:subst;masc;)/
colorear	color	(cl:vb;)/
colorido	colorful	(cl:adj;)/
columna	column	(cl:subst;fem;)/
comenzar	start	(cl:vb;)/
comer	eat	(cl:vb;)/
comercial	commercial	(cl:adj;)/(subst;)
comerciar	trade	(cl:vb;)/
comercio	trade	(cl:subst;masc;)/
comida	food	(cl:subst;fem;)/
comienzo	beginning	(cl:subst;masc;)/		start	(cl:subst;masc;)/
comisión	commission	(cl:subst;)/
comité	committee	(cl:subst;)/
como	as	(cl:conj/prep;)/		how	(cl:adv;)/
comparar	compare	(cl:vb;)/
compartir	share	(cl:vb;)/
compañero	partner	(cl:subst;)/
compañía	company	(cl:subst;)/
competición	competition	(cl:subst;)/
complejo	complex	(cl:adj;)/
completamente	fully	(cl:adv;)/		entirely	(cl:adv;)/		completely	(cl:adv;)/		completely	(cl:adv;)/		indeed	(cl:adv;)/
completar	complete	(cl:vb;)/
completo	complete	(cl:adj;)/
componer se	consist	(cl:vb;)/
comportamiento	behavior	(cl:subst;)/
comprador	buyer	(cl:subst;)/
comprar	buy	(cl:vb;)/
comprender	understand	(cl:vb;)/
comprobacíon	check	(cl:subst;fem;)/
comprometido	committed	(cl:adj;)/
compromiso	appointment	(cl:subst;masc;)/
computador	computer	(cl:subst;masc;)/
comunicación	communication	(cl:subst;)/
comunidad	community	(cl:subst;)/
comunista	communist	(cl:adj/subst;)/
común	common	(cl:adj;)/		usual	(cl:adj;)/		ordinary	(cl:adj;)/
comúnmente	commonly	(cl:adv;)/
con	with	(cl:prep;)/
concepto	concept	(cl:subst;masc;)/
concreto	concrete	(cl:subst;masc;)/		concrete	(cl:adj;)/
condición	condition	(cl:subst;fem;)/
conducir	conduct	(cl:vb;)/		ride	(cl:vb;)/
conejo	rabbit	(cl:subst;)/
conexión	connection	(cl:subst;fem;)/
conferir	check	(cl:vb;)/
confirmación	confirmation	(cl:subst;)/
confirmar	confirm	(cl:vb;)/
conflicto	conflict	(cl:subst;masc;)/
conforme	according to	(cl:adv;)/
congreso	congress	(cl:subst;masc;)/
conjunto	joint	(cl:adj;)/
conocer	know	(cl:vb;)/
conocido	known	(cl:adj;)/
conocimiento	knowledge	(cl:subst;masc;)/
consejo	council	(cl:subst;masc;)/		advice	(cl:subst;masc;)/
conservador	conservative	(cl:subst;)/(cl:adj;)		conservative	(cl:subst;)/
conservar	preserve	(cl:vb;)/
consideración	regard	/(cl:subst;)
considerar	consider	(cl:vb;)/		account	(cl:vb;)/		regard	(cl:vb;)/
constantemente	constantly	(cl:adv;)/
constitución	constitution	(cl:subst;fem;)/
construcción	building	(cl:subst;fem;)/		construction	(cl:subst;fem;)/
construir	build	(cl:vb;)/
consulado	consulate	(cl:subst;masc;)/
consulta	consultation	(cl:subst;fem;)/
consultar	consult	(cl:vb;)/
consumidor	consumer	(cl:subst;)/
contacto	contact	(cl:subst;masc;)/
contagiado	infected	(cl:adj;)/
contagioso	infectious	(cl:adj;)/
contar	count	(cl:vb;)/		count	(cl:vb;)/		tell	(cl:vb;)/
contenedor	container	(cl:subst;masc;)/
contener	contain	(cl:vb;)/
contestación	answer	(cl:subst;fem;)/
contestar	answer	(cl:vb;)/
continuar	continue	(cl:vb;)/
contra	against	(cl:prep;)/
contrarrestar	counter	(cl:vb;)/
contratar	contract	(cl:vb;)/		hire	(cl:vb;)/
contrato	contract	(cl:subst;masc;)/
contribución	contribution	(cl:subst;fem;)/
control	control	(cl:subst;)/
controlar	control	(cl:vb;)/
convención	convention	(cl:subst;fem;)/
conveniente	convenient	(cl:adj;)/		proper	(cl:adj;)/
conversación	conversation	(cl:subst;fem;)/
copia	copy	(cl:subst;fem;)/
copiar	copy	(cl:vb;)/
corazón	heart	(cl:subst;)/
