change	mudar	(cl:vb;)/		mudança	(cl:subst;)/(fem;)		mudar	(cl:vb;)/		troco	(cl:subst;)/(masc;)
chapel	capela	(cl:subst;)/(fem;)
character	caráter	(cl:subst;)/(masc;)
charge	acusar	(cl:vb;)/		acusação	(cl:subst;)/(fem;)
charter	garantir	(cl:vb;)/		carta patente	(cl:subst;)/		garantir	(cl:vb;)/
cheap	barato	(cl:adj;)/		oportuno	(cl:adj;)/
check	verificação	(cl:subst;)/(fem;)		conferir	(cl:vb;)/
cheese	queijo	(cl:subst;)/(masc;)
chef	cozinheiro	(cl:subst;)/
chemical	químico	(cl:adj;)/
chemistry	químico	(cl:subst;)/
cheque	cheque	(cl:subst;)/(masc;)
chest	tórax	(cl:subst;)/
chew	mascar	(cl:vb;)/
chewing	mastigação	(cl:subst;)/(fem;)
chicken	carne de frango	(cl:subst;)/		frango	(cl:subst;)/(masc;)
chief	chefe	(cl:subst;)/(masc;)
child	criança	(cl:subst;sing;plu:children)/(fem;)
chin	queixo	(cl:subst;)/(masc;)
chocolate	chocolate	(cl:subst;)/(masc;)
choice	escolha	(cl:subst;)/(fem;)
choose	escolher	(cl:vb;)/
christian	cristão	(cl:adj;)/		cristão	(cl:subst;)/
christmas	Natal	(cl:subst;)/
church	igreja	(cl:subst;)/(fem;)
cigarette	cigarro	(cl:subst;)/(masc;)
cinema	cinema	(cl:subst;)/(masc;)
circle	círculo	(cl:subst;)/(masc;)
circumference	circunferência	(cl:subst;)/(fem;)
circumstances	circunstâncias	(cl:subst;plu)/(plu)
citizen	cidadão	(cl:subst;)/
citizenship	cidadania	(cl:subst;)/(fem;)
city	cidade	(cl:subst;)/(fem;)
city map	mapa da cidade	(cl:subst;)/
civilian	civil	(cl:adj/subst;)/
claim	reivindicar	(cl:vb;)/
class	classe	(cl:subst;)/(fem;)
clause	cláusula	(cl:subst;)/(fem;)
claw	garra	(cl:subst;)/(fem;)		arranhar	(cl:vb;)/
clean	limpo	(cl:adj;)/		limpar	(cl:vb;)/		limpar	(cl:vb;)/
clear	claro	(cl:adj;)/		clarear	(cl:vb;)/
clearly	claramente	(cl:adv;)/
client	cliente	(cl:subst;)/
climate	clima	(cl:subst;)/
climb	subir	(cl:vb;)/
clinic	clínica	(cl:subst;)/(fem;)
clinical	clínico	(cl:adj;)/
clock	relógio	(cl:subst;)/(masc;)
close	fechar	(cl:vb;)/		fechar	(cl:vb;)/		próximo	(cl:adj;)/		próximo	(cl:adv;)/
closed	fechado	(cl:adj;)/
closely	atentamente	(cl:adv;)/
cloth	pano	(cl:subst;)/(masc;)
clothing	roupa	(cl:subst;)/(fem;)
cloud	nuvem	(cl:subst;)/(fem;)
clown	palhaço	(cl:subst;)/(masc;)
club	clube	(cl:subst;)/
clue	pista	(cl:subst;)/
clumping	pisar forte	(cl:vb;)/
coast	costa	(cl:subst;)/(fem;)
coat	casaco	(cl:subst;)/(masc;)
cock	galo	(cl:subst;)/(masc;)
cockroach	barata	(cl:subst;)/(fem;)
code	codificar	(cl:vb;)/		código	(cl:subst;)/(masc;)
coffee	café	(cl:subst;)/(masc;)
coin	moeda	(cl:subst;)/(fem;)
cold	frio	(cl:adj;)/		frio	(cl:subst;)/(masc;)		resfriado	(cl:subst;)/(masc;)
collaboration	colaboração	(cl:subst;)/
collar	colarinho	(cl:subst;)/(masc;)
colleague	colega	(cl:subst;)/		colega de trabalho	(cl:subst;)/
collect	colecionar	(cl:vb;)/
collection	coleção	(cl:subst;)/(fem;)
collective	coletivo	(cl:adj/subst;)/
college	faculdade	(cl:subst;)/(fem;)
colony	colônia	(cl:subst;)/(fem;)
color	colorir	(cl:vb;)/		cor	(cl:subst;)/(fem;)
colorful	colorido	(cl:adj;)/
column	coluna	(cl:subst;)/(fem;)
come	vir	(cl:vb;)/
comfortable	confortável	(cl:adj;)/
coming	vinda	(cl:subst;)/
commercial	comercial	(cl:adj/subst;)/
commission	comissão	(cl:subst;)/
committed	comprometido	(cl:adj;)/
committee	comitê	(cl:subst;)/
common	comum	(cl:adj;)/
commonly	comumente	(cl:adv;)/
commons	povo	(cl:subst;plu;)/(masc;)
commonwealth	nação	(cl:subst;)/
communication	comunicação	(cl:subst;)/(fem;)
communist	comunista	(cl:adj/subst;)/
community	comunidade	(cl:subst;)/(fem;)
company	companhia	(cl:subst;)/(fem;)
compare	comparar	(cl:vb;)/
competition	competição	(cl:subst;)/(fem;)
complete	completar	(cl:vb;)/		completo	(cl:adj;)/
completely	completamente	(cl:adv;)/		completamente	(cl:adv;)/
complex	complexo	(cl:adj;)/		complexo	(cl:subst;)/
computer	computador	(cl:subst;)/(masc;)
concept	conceito	(cl:subst;)/(masc;)
concern	interessar	(cl:vb;)/
concerned	interessar	(cl:vb;)/
conclusive	inequívoco	(cl:adj;)/
concrete	concreto	(cl:subst;)/(masc;)		concreto	(cl:adj;)/
condition	condição	(cl:subst;)/(fem;)
conduct	conduzir	(cl:vb;)/
confederation	confederação	(cl:subst;)/
confirm	confirmar	(cl:vb;)/
confirmation	confirmação	(cl:subst;)/(fem;)
conflict	conflito	(cl:subst;)/(masc;)
congress	congresso	(cl:subst;)/(masc;)
connection	conexão	(cl:subst;)/(fem;)
